cust_id,E01,E02,E03,N01,N02,N03,S01,S02,S03,W01,W02,W03
CUST0000014241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
CUST0000014549,0.0,0.0,4.0,508.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
CUST0000014840,0.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
CUST0000014855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000014942,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000014944,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000015147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000015843,0.0,0.0,1.0,3.0,0.0,2.0,12.0,0.0,11.0,2.0,0.0,10.0
CUST0000015949,8.0,0.0,148.0,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000015976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
CUST0000016087,0.0,0.0,0.0,20.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000016305,28.0,3.0,1.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0
CUST0000016376,1.0,1.0,197.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0
CUST0000016975,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CUST0000017060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
CUST0000017071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
CUST0000017220,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
CUST0000017545,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0
CUST0000017681,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000017968,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
CUST0000018190,0.0,0.0,50.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,13.0,0.0
CUST0000018390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0
CUST0000018482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000018545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
CUST0000018583,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000018830,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000018911,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
CUST0000018943,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,43.0,0.0,2.0
CUST0000019017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000019337,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000019499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000019629,0.0,1.0,2.0,391.0,1.0,1.0,2.0,3.0,9.0,0.0,17.0,2.0
CUST0000019980,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0
CUST0000019986,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000019987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000020029,0.0,3.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
CUST0000020571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,4.0,8.0
CUST0000020908,0.0,6.0,37.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000021007,0.0,0.0,0.0,0.0,26.0,6.0,1.0,0.0,0.0,0.0,73.0,0.0
CUST0000021287,0.0,1.0,6.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
CUST0000021723,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,0.0,0.0,0.0,0.0
CUST0000022234,0.0,0.0,0.0,0.0,2.0,23.0,4.0,0.0,6.0,1.0,0.0,0.0
CUST0000022316,0.0,0.0,0.0,73.0,0.0,2.0,0.0,5.0,0.0,0.0,25.0,0.0
CUST0000022415,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000022814,1.0,0.0,0.0,50.0,13.0,20.0,0.0,0.0,0.0,21.0,1.0,0.0
CUST0000023291,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0
CUST0000023371,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000023406,1.0,0.0,0.0,0.0,8.0,40.0,3.0,1.0,30.0,1.0,10.0,7.0
CUST0000023618,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000023729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CUST0000023874,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CUST0000023876,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000023985,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CUST0000024442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000024551,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000024653,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUST0000024790,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000024896,0.0,0.0,0.0,0.0,6.0,12.0,0.0,3.0,0.0,0.0,2.0,0.0
CUST0000025217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CUST0000025221,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000025292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
CUST0000025448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0
CUST0000025657,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000025672,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000025682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
CUST0000025691,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUST0000026426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000026547,1.0,0.0,0.0,0.0,0.0,101.0,0.0,10.0,0.0,0.0,1.0,0.0
CUST0000026732,0.0,1.0,17.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,14.0,2.0
CUST0000026911,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000027188,0.0,0.0,0.0,2.0,0.0,2.0,42.0,121.0,0.0,0.0,0.0,0.0
CUST0000027294,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000027371,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
CUST0000027873,0.0,38.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,51.0,1.0,0.0
CUST0000028030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000028077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
CUST0000028109,0.0,79.0,0.0,14.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0
CUST0000028257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
CUST0000028627,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000029009,8.0,0.0,0.0,157.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
CUST0000029233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0
CUST0000029326,0.0,3.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0
CUST0000029392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
CUST0000029587,0.0,135.0,6.0,0.0,170.0,10.0,0.0,1.0,0.0,0.0,73.0,7.0
CUST0000029729,0.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,2.0,157.0,0.0
CUST0000029952,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000030086,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000030374,0.0,0.0,0.0,13.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
CUST0000030521,1.0,0.0,0.0,0.0,1.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000030585,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0
CUST0000031428,3.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,8.0,0.0,0.0,197.0
CUST0000031564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000031996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CUST0000032568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0
CUST0000032697,0.0,4.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
CUST0000032813,307.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,7.0,0.0,0.0
CUST0000033304,122.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CUST0000033395,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000033514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
CUST0000034023,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
CUST0000034375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
CUST0000034450,0.0,0.0,0.0,67.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
CUST0000035935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
CUST0000036781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
CUST0000036792,0.0,0.0,0.0,0.0,139.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CUST0000037150,6.0,0.0,0.0,0.0,30.0,0.0,44.0,24.0,3.0,4.0,4.0,0.0
CUST0000037401,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000037542,0.0,0.0,203.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
CUST0000037746,0.0,231.0,15.0,0.0,23.0,0.0,27.0,0.0,0.0,0.0,4.0,1.0
CUST0000037843,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0
CUST0000038037,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0
CUST0000038061,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000038162,9.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
CUST0000038166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
CUST0000038793,29.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,3.0
CUST0000039024,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0
CUST0000039202,2.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000039473,0.0,0.0,0.0,22.0,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000039589,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,122.0,0.0
CUST0000039817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000039828,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,173.0,6.0,0.0,0.0
CUST0000039924,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000040270,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0
CUST0000040366,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0
CUST0000040788,63.0,2.0,0.0,0.0,1.0,4.0,1.0,6.0,11.0,1.0,10.0,0.0
CUST0000040819,1.0,0.0,24.0,9.0,0.0,7.0,1.0,4.0,177.0,8.0,0.0,0.0
CUST0000041142,0.0,3.0,0.0,3.0,25.0,4.0,0.0,0.0,109.0,0.0,8.0,11.0
CUST0000041292,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000041315,0.0,0.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000041397,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000041637,0.0,10.0,0.0,0.0,0.0,34.0,0.0,6.0,0.0,25.0,0.0,0.0
CUST0000041705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
CUST0000041792,0.0,1.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000041920,0.0,0.0,0.0,0.0,6.0,1.0,12.0,0.0,0.0,0.0,7.0,0.0
CUST0000042133,0.0,3.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
CUST0000042310,10.0,12.0,1.0,0.0,11.0,30.0,0.0,15.0,15.0,0.0,90.0,0.0
CUST0000042324,0.0,0.0,0.0,0.0,47.0,0.0,0.0,5.0,0.0,0.0,7.0,13.0
CUST0000042355,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CUST0000042419,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0
CUST0000042509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUST0000042921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,3.0,0.0
CUST0000042928,4.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000043076,0.0,196.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
CUST0000043090,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,58.0
CUST0000043417,2.0,2.0,2.0,0.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000043446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000043639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000044201,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000044470,10.0,0.0,0.0,39.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0
CUST0000044673,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000044799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CUST0000044856,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0
CUST0000044868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000045451,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,60.0,0.0
CUST0000045979,0.0,2.0,6.0,23.0,0.0,2.0,0.0,2.0,6.0,1.0,23.0,0.0
CUST0000046097,1.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CUST0000046348,1.0,4.0,0.0,45.0,1.0,49.0,2.0,0.0,18.0,2.0,10.0,12.0
CUST0000046556,0.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000046594,2.0,0.0,0.0,293.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0
CUST0000046609,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000046755,0.0,0.0,0.0,278.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0
CUST0000046773,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000047009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000047027,0.0,0.0,109.0,0.0,3.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0
CUST0000047261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
CUST0000047548,0.0,105.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
CUST0000047889,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
CUST0000047909,16.0,10.0,16.0,0.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000048091,0.0,0.0,37.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
CUST0000048128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000048202,6.0,0.0,16.0,1.0,0.0,38.0,0.0,0.0,0.0,24.0,2.0,0.0
CUST0000048286,1.0,46.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000048320,0.0,31.0,5.0,35.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
CUST0000048357,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0
CUST0000048950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000049075,0.0,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
